"id","ts_code","trade_date","open","high","low","close","pre_close","vol","amount"
2161851,"399300.SZ","2018-11-27",3152.7743,3162.0121,3126.2890,3137.2413,3141.2434,55407832.0000,61946261.1000
2161850,"399300.SZ","2018-11-28",3137.7477,3179.4108,3126.6179,3178.9326,3137.2413,74881955.0000,77620553.1000
2161849,"399300.SZ","2018-11-29",3198.8259,3204.8565,3137.6542,3137.6542,3178.9326,80498466.0000,86927611.8000
2161848,"399300.SZ","2018-11-30",3136.1962,3175.1540,3132.4230,3172.6900,3137.6542,70921044.0000,77297697.6000
2161847,"399300.SZ","2018-12-03",3260.6862,3273.6397,3228.3611,3260.9502,3172.6900,121487157.0000,145828416.4000
2161846,"399300.SZ","2018-12-04",3256.2282,3267.9400,3243.6951,3267.7095,3260.9502,79415039.0000,90543600.2000
2161845,"399300.SZ","2018-12-05",3224.2556,3266.9039,3219.9785,3252.0041,3267.7095,76153052.0000,90909093.8000
2161844,"399300.SZ","2018-12-06",3218.1130,3223.5219,3179.8948,3181.6730,3252.0041,76328771.0000,95678883.4000
2161843,"399300.SZ","2018-12-07",3187.4919,3193.8191,3176.7061,3181.5646,3181.6730,53361924.0000,66323970.6000
2161842,"399300.SZ","2018-12-10",3153.5228,3170.1523,3134.3845,3144.7631,3181.5646,63437273.0000,73717204.7000
2161841,"399300.SZ","2018-12-11",3148.2256,3161.9557,3143.6072,3159.8158,3144.7631,53223877.0000,60014969.7000
2161840,"399300.SZ","2018-12-12",3181.5660,3182.2107,3160.2784,3170.6092,3159.8158,53309914.0000,60536223.4000
2161839,"399300.SZ","2018-12-13",3178.8910,3234.0817,3169.4234,3219.6924,3170.6092,90442755.0000,103375478.6000
2161838,"399300.SZ","2018-12-14",3207.3481,3210.7221,3165.9109,3165.9109,3219.6924,84301250.0000,91576900.5000
2161837,"399300.SZ","2018-12-17",3158.2844,3167.5125,3134.3653,3161.1966,3165.9109,66497007.0000,77151490.8000
2161836,"399300.SZ","2018-12-18",3139.9493,3165.0018,3114.4684,3128.4265,3161.1966,63820319.0000,72035451.4000
2161835,"399300.SZ","2018-12-19",3133.7416,3137.0099,3086.7579,3091.1255,3128.4265,55522299.0000,67872922.4000
2161834,"399300.SZ","2018-12-20",3083.5441,3097.7202,3044.2929,3067.4169,3091.1255,69749463.0000,78181426.5000
2161833,"399300.SZ","2018-12-21",3055.3258,3057.4007,3007.6096,3029.3951,3067.4169,76758101.0000,84824064.7000
2161832,"399300.SZ","2018-12-24",3015.4974,3040.3524,3007.3292,3038.1981,3029.3951,57299615.0000,63880740.6000
2161831,"399300.SZ","2018-12-25",3006.8787,3030.1418,2964.8750,3017.2815,3038.1981,78689425.0000,80413567.3000
2161830,"399300.SZ","2018-12-26",3012.8690,3029.0608,2996.4829,3002.0327,3017.2815,55647032.0000,58574968.9000
2161829,"399300.SZ","2018-12-27",3042.9491,3047.2348,2990.5057,2990.5057,3002.0327,80541785.0000,81159269.9000
2161828,"399300.SZ","2018-12-28",2994.7950,3024.3525,2984.8177,3010.6536,2990.5057,71053779.0000,78145310.0000
